,HUC8 ID,CNRM_p10,CNRM_p50,CNRM_p90,HadGEM2_p10,HadGEM2_p50,HadGEM2_p90,IPSL_p10,IPSL_p50,IPSL_p90,CGCM3_p10,CGCM3_p50,CGCM3_p90,NorESM_p10,NorESM_p50,NorESM_p90
0,16060011,0.17301220481285717,0.17580016110142294,0.17872572672892995,0.17299915351026984,0.17578051114419527,0.17860081644757003,0.17296067109707908,0.17578254237651453,0.17873562463576817,0.17298324468663676,0.17582257325039385,0.17870853353513533,0.17291573950523037,0.17578414310276946,0.17862957714859037
1,15030202,0.3119044702386775,0.31665217396112355,0.32159332713057615,0.31184081313872464,0.3167173852212458,0.32174114821910677,0.3118253917505232,0.31669493674281246,0.3216904216349645,0.3118137686528384,0.3166867978835973,0.3217449032849283,0.31191912384256704,0.31669753206674667,0.32160128691780737
2,15030201,0.3119186790117819,0.316713772715462,0.32171148703678226,0.31186149623501086,0.3167149412769854,0.3217022977541084,0.3118489793454803,0.31672353576748297,0.32168367079207966,0.31193985628023185,0.31667962450406745,0.3216424828504253,0.3119181723277913,0.3166885680733194,0.32165453419172946
3,18100204,3.020917582161851,3.1224910131858525,3.2311735383358084,3.0202781938409675,3.1226078748309822,3.229636363194277,3.021959603293492,3.1220985971954383,3.230091514753592,3.0186447662399805,3.1226194453522425,3.230614944343232,3.021162537910536,3.1213842573084922,3.2295979286077143
4,16060013,0.1730306378388656,0.1757683252218411,0.17870064519516554,0.1730070905970591,0.17581182115457955,0.1787120118913311,0.1730346653350178,0.1758194955758597,0.1787183854843941,0.1729881685030249,0.1757565023205532,0.17869183674960587,0.17300259258913114,0.1757861578926282,0.17869992776386148
5,18090208,4.470744446109869,4.62754510371803,4.797218976430231,4.470856604697669,4.626960565700779,4.792882301878032,4.474634361429988,4.627284698063804,4.793956783504882,4.470851822354555,4.625603541501196,4.792398304200684,4.471248754737022,4.628685245344302,4.793587610541516
6,16060003,0.12192471478759802,0.12388538610458873,0.12589512001021033,0.12189934310699457,0.12385673947226117,0.12595022392518115,0.12193111187209345,0.12388237588684452,0.12588309448714094,0.12192631520477325,0.12388804474049402,0.12593125615719494,0.12195534682507171,0.12390718275275886,0.12596750506604593
7,3050105,0.19631220904622873,0.19876655586612843,0.2011427873544062,0.196287459314675,0.19874296337056258,0.20113249231101207,0.1963524061475606,0.1987417187232802,0.20117599652125712,0.19632176415384364,0.19874439175302466,0.20115568013797658,0.1963059075103455,0.1987758070308609,0.2011556427491158
8,16040201,0.6527948380887334,0.6695309748537446,0.6870862439082993,0.6519582636268539,0.6692840124946918,0.6873146047509199,0.6528709316382232,0.6695670382503564,0.6873388969691405,0.6526858680445577,0.6689923949246619,0.6872848693223703,0.6523198883461886,0.6693402674715945,0.6871159327679223
9,14030005,0.08490033257981869,0.08647941505807513,0.08809747762116,0.08495814761565883,0.08646171180922974,0.08809448658077808,0.08489835290397008,0.08645872782038443,0.0880888031566899,0.08491914235552958,0.08644921978800707,0.08809867569706412,0.0848987882285361,0.08645189579396118,0.08808085206197576
10,3050102,0.3390789715227272,0.34299374995750626,0.3468433298584189,0.33906765458380456,0.3430268164786314,0.3468181628757301,0.3391300450057012,0.34301809303708664,0.34693925576789575,0.339151034127586,0.3430299392924359,0.34681316620570035,0.3390779009839955,0.3430563982341202,0.34683320934005696
11,16060010,0.06129724309773749,0.06315990719586251,0.06514470234552058,0.061282229125450075,0.0631528744156364,0.0651815236018458,0.061319566222171704,0.06319486555493196,0.06519560466751421,0.06128234564635887,0.06317512567844961,0.06514190644543481,0.06126843936720952,0.0631333926396225,0.06514148185605602
12,11140205,0.22927387218071488,0.23616490108443228,0.24379304955133477,0.22907722503515696,0.23614051787334933,0.24357617460977046,0.22907246325658717,0.23613369045460164,0.24362309380967728,0.22900878132329233,0.23602255945041745,0.24363374763185647,0.22918000212152315,0.2361204168023628,0.24356539657462992
